ID do Procedimento;Descrição do Procedimento
31403360;Tratamento microcirúrgico das neuropatias compressivas (tumoral, inflamatório, etc)
31404014;Descompressão vascular de nervos cranianos
31404022;Neurotomia seletiva do trigêmio
31404030;Tratamento da nevralgia do trigêmio por técnica cirúrgica percutânea - qualquer método (quando orientado por imagem, cobrar o código correspondente)
31405010;Bloqueio do sistema nervoso autônomo
31405029;Lesão do sistema nervoso autônomo - qualquer método
31405037;Tratamento da síndrome do desfiladeiro cérvico-torácico
31501028;Retirada para transplante
31501010;Transplante penetrante da córnea
31502016;Transplante cardíaco (doador)
31502024;Transplante cardíaco (receptor)
31503012;Transplante cardiopulmonar (doador)
31503020;Transplante cardiopulmonar (receptor)
31504019;Transplante pulmonar (doador)
31504027;Transplante pulmonar unilateral (receptor)
31505023;Transplante hepático (doador)
31505015;Transplante hepático (receptor)
31506038;Nefrectomia em doador vivo
31506046;Nefrectomia laparoscópica em doador vivo
31506011;Transplante renal (receptor)
31507026;Transplante pancreático (doador)
31507018;Transplante pancreático (receptor)
31601014;Acupuntura por sessão
31602010;Analgesia controlada pelo paciente - por dia subsequente
31602029;Analgesia por dia subsequente. Acompanhamento de analgesia por cateter peridural
31602037;Anestesia geral ou condutiva para realização de bloqueio neurolítico
31602231;Anestesia para endoscopia diagnóstica
31602240;Anestesia para endoscopia intervencionista
31602282;Anestesia para exames de ressonância magnética
31602274;Anestesia para exames de tomografia computadorizada
31602266;Anestesia para exames de ultrassonografia
31602304;Anestesia para exames específicos, teste para diagnóstico e outros procedimentos diagnósticos
31602258;Anestesia para exames radiológicos de angiorradiologia
31602312;Anestesia para procedimentos clínicos ambulatoriais e hospitalares
31602320;Anestesia para procedimentos de medicina nuclear
31602290;Anestesia para procedimentos de radioterapia
31602347;Anestesia realizada pelo anestesiologista em atos médicos que não tenham seus portes especialmente previstos ou para as ituações de imperativo clínico
31602045;Bloqueio anestésico de nervos cranianos
31602053;Bloqueio anestésico de plexo celíaco
31602339;Bloqueio anestésico de plexos nervosos (lombossacro, braquial, cervical) para tratamento de dor
31602061;Bloqueio anestésico de simpático lombar
31602070;Bloqueio anestésico simpático
31602088;Bloqueio de articulação têmporo-mandibular
31602096;Bloqueio de gânglio estrelado com anestésico local
31602100;Bloqueio de gânglio estrelado com neurolítico
31602118;Bloqueio de nervo periférico
31602126;Bloqueio facetário para-espinhoso
31602134;Bloqueio neurolítico de nervos cranianos ou cérvico-torácico
31602142;Bloqueio neurolítico do plexo celíaco, simpático lombar ou torácico
31602150;Bloqueio neurolítico peridural ou subaracnóideo
31602169;Bloqueio peridural ou subaracnóideo com corticóide
31602177;Bloqueio simpático por via venosa
31602185;Estimulação elétrica transcutânea
31602207;Instalação de bomba de infusão para analgesia em dor aguda ou crônica, por qualquer via
31602215;Laser - por sessão
31602223;Passagem de catéter peridural ou subaracnóideo com bloqueio de prova
31603017;Atendimento médico do plantonista em sala de recuperação pós-anestesia geral ou pediátrica, por paciente, por hora (até 6 horas)
40101010;ECG convencional de até 12 derivações
40101029;ECG de alta resolução
40101061;Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)
40101037;Teste ergométrico computadorizado (inclui ECG basal convencional)
40101045;Teste ergométrico convencional - 3 ou mais derivações simultâneas (inclui ECG basal convencional)
40102017;Bilimetria  gástrica ou esofágica de 24 horas
40102025;Manometria computadorizada anorretal
40102033;Manometria computadorizada anorretal para biofeedback - 1ª sessão
40102041;Manometria computadorizada anorretal para biofeedback - demais sessões
40102050;Manometria esofágica computadorizada com teste provocativo
40102068;Manometria esofágica computadorizada sem teste provocativo
40102076;Manometria esofágica para localização dos esfíncteres pré-pH-metria
40102092;pH-metria esofágica computadorizada com dois canais
40102106;pH-metria esofágica computadorizada com três canais
40102084;pH-metria esofágica computadorizada com um canal
40103013;Análise computadorizada da voz
40103021;Análise computadorizada de papila e/ou fibras nervosas - monocular
40103030;Análise computadorizada do segmento anterior - monocular
40103048;Audiometria (tipo Von Bekesy)
40103064;Audiometria de tronco cerebral (PEA) BERA
40103072;Audiometria tonal
40103080;Audiometria tonal limiar infantil condicionada - qualquer técnica - escolar
40103099;Audiometria vocal - pesquisa de limiar de discriminação
40103102;Audiometria vocal - pesquisa de limiar de inteligibilidade
40103110;Audiometria vocal com mensagem competitiva (SSI, SSW)
40103137;Campimetria computadorizada - monocular
40103153;Craniocorporografia
40103161;Decay do reflexo estapédico
40103170;EEG de rotina
40103188;EEG intra-operatório para monitorização cirúrgica (EEG/IO) - por hora de monitorização
40103269;Eletrococleografia (Ecochg)
40103277;Eletrocorticografia intra-operatória (ECOG) - por hora de monitorização
40103234;Eletroencefalograma em vigília, e sono espontâneo ou induzido
40103200;Eletroencefalograma especial: terapia intensiva, morte encefálica, EEG prolongado (até 2 horas)
40103285;Eletroglotografia
40103340;Eletroneumoriografia de segmento complementar
40103358;Eletroneumoriografia de segmento especial
40103307;Eletroneuromiografia de face bilateral
40103315;Eletroneuromiografia de MMII
40103323;Eletroneuromiografia de MMSS
40103366;Eletroneuromiografia genitoperineal
40103242;Eletrooculografia
40103250;Eletroretinografia
40103374;"EMG com registro de movimento involuntário (teste dinâmico de escrita; estudo funcional de tremores)"
40103900;EMG de fibra única
40103382;EMG para monitoração de quimodenervação (por sessão)
40103390;EMG quantitativa
40103404;Espectrografia vocal
40103412;Gustometria
40103420;Imitanciometria de alta frequência
40103439;Impedanciometria - timpanometria
40103447;Método de Proetz (por sessão)
40103455;Otoemissões acústicas produto de distorção
40103463;Otoemissões evocadas transientes
40103480;Pesquisa de pares cranianos relacionados com o VIII PAR
40103501;Pesquisa do fenômeno de Tullio
40103510;Poligrafia com monitorização de vídeo em qualquer idade
40103528;Polissonografia de noite inteira (PSG) (inclui polissonogramas)
40103536;Polissonograma com EEG de noite inteira
40103544;"Polissonograma com teste de CPAP nasal ou ""split night"""
40103552;Posturografia dinâmica computadorizada
40103560;Potencial evocado - P300
40103579;Potencial evocado auditivo de média latência (PEA-ML) bilateral
40103498;Potencial evocado auditivo de tronco cerebral (PEA-TC)
40103056;Potencial evocado auditivo Steady State (ASSR)
40103595;Potencial evocado gênito-cortical (PEGC)
40103609;Potencial evocado motor - PEM (bilateral)
40103617;Potencial evocado somato-sensitivo - membros inferiores (PESS)
40103625;Potencial evocado somato-sensitivo - membros superiores (PESS)
40103633;Potencial evocado visual (PEV)
40103587;Potencial somato-sensitivo para localização funcional
40103897;Processamento auditivo central (acima de 07 anos)
40103889;Processamento auditivo central infantil (03 a 07 anos)
40103641;Provas de função tubária
40103684;Reflexo cutâneo-simpático
40103650;Registro do nistagmo pendular e optocinético
40103668;Rinomanometria computadorizada
40103676;Rinometria acústica
40103714;Teste de estimulação repetitiva (um ou mais músculos)
40103722;Teste de fístula perilinfática com eletronistagmografia
40103927;Teste de impulso cefálico ou vHIT (Video Head Impulse Teste (vídeo HIT))
40103730;Teste de latências múltiplas de sono (TLMS) diurno pós PSG
40103145;Variação de contingente negativo (PE/Tardio)
40103749;Vectoeletronistagmografia - computadorizada
40103757;Vídeo-EEG contínua não invasiva - a cada 12 horas
40103910;Vídeoeletroencefalograma contínua invasiva para avaliação de tratamento cirúrgico de epilepsia - a cada 12 horas
40103765;Videonistagmografia infravermelha
40104010;Avaliação muscular por dinamometria computadorizada (isocinética) - por articulação
40104028;Cronaximetria
40104036;Curva  I/T - medida de latência de nervo periférico
40104044;Ergotonometria músculo-esquelético (tetra, paraparesia e hemiparesia)
40104125;Sistema tridimensional de avaliação do movimento que inclui vídeo acoplado à plataforma da força e eletromiografia
40105016;Determinação das pressões respiratórias máximas
40105024;Determinação dos volumes pulmonares por diluição de gases
40105032;Determinação dos volumes pulmonares por pletismografia
40105040;Medida da difusão do monóxido de carbono
40105059;Medida de pico de fluxo expiratório
40105067;Medida seriada por 3 semanas do pico de fluxo expiratório
40105075;Prova de função pulmonar completa (ou espirometria)
40105083;Resistência das vias aéreas por oscilometria
40105091;Resistência das vias aéreas por pletismografia
40201015;Amnioscopia
40201023;Anuscopia (interna e externa)
40201309;Avaliação endoscópica da deglutição (FEES)
40201031;Broncoscopia com biópsia transbrônquica
40201058;Broncoscopia com ou sem aspirado ou lavado brônquico bilateral
40201066;Cistoscopia e/ou uretroscopia
40201074;Colangiopancreatografia retrógrada endoscópica
40201082;Colonoscopia (inclui a retossigmoidoscopia)
40201090;Colonoscopia com magnificação
40201104;Ecoendoscopia alta
40201112;Ecoendoscopia baixa
40201120;Endoscopia digestiva alta
40201333;Endoscopia digestiva alta com cromoscopia
40201139;Endoscopia digestiva alta com cromoscopia e magnificação
40201147;Enteroscopia (push enteroscopia)
40201341;Enteroscopia do intestino delgado com cápsula endoscópica
40201155;Histeroscopia diagnóstica com biópsia
40201163;Laparoscopia
40201317;Medida de pressão de varizes de esôfago endoscópica
40201171;Retossigmoidoscopia flexível
40201180;Retossigmoidoscopia rígida
40201279;Ureteroscopia flexível unilateral
40201287;Ureteroscopia rígida unilateral
40201198;Vídeo-endoscopia do esfíncter velo-palatino com ótica flexível
40201210;Vídeo-endoscopia naso-sinusal com ótica flexível
40201228;Vídeo-endoscopia naso-sinusal com ótica rígida
40201252;Vídeo-faringo-laringoscopia com endoscópio flexível
40201260;Vídeo-faringo-laringoscopia com endoscópio rígido
40201236;Vídeo-laringo-estroboscopia com endoscópio flexível
40201244;Vídeo-laringo-estroboscopia com endoscópio rígido
40201325;Videoquimografia laríngea
40202011;Aritenoidectomia microcirúrgica endoscópica
40202780;Biópsia endoscópica por órgão
40202046;Biópsias por laparoscopia
40202054;Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico
40202828;Calibração endoscópica de balão de longa permanência 
40202062;Cecostomia
40202070;Cistoenterostomia com colocação de prótese ou dreno
40202089;Colagem de fístula por via endoscópica
40202097;Colocação de cânula sob orientação endoscópica
40202100;Colocação de cateter para braquiterapia endobrônquica
40202119;Colocação de prótese coledociana por via endoscópica
40202127;Colocação de prótese traqueal ou brônquica
40202801;Colocação endoscópica de balão intragástrico de curta permanência (6 meses)
40202810;Colocação endoscópica de balão intragástrico de longa permanência (9 - 12 meses)
40202666;Colonoscopia com biópsia e/ou citologia
40202135;Colonoscopia com cromoscopia e magnificação
40202674;Colonoscopia com dilatação segmentar
40202704;Colonoscopia com estenostomia
40202712;Colonoscopia com mucosectomia
40202755;Colonoscopia com tratamento de fístula
40202143;Descompressão colônica por colonoscopia
40202151;Desobstrução brônquica com laser ou eletrocautério
40202160;Desobstrução brônquica por broncoaspiração
40202178;Dilatação de estenose laringo-traqueo-brônquica
40202186;Dilatação instrumental do esôfago, estômago ou duodeno
40202194;Dilatação instrumental e injeção de substância medicamentosa por endoscopia
40202208;Diverticulotomia
40202216;Drenagem cavitária por laparoscopia
40202795;Ecobroncoscopia com punção aspirativa com agulha fina
40202224;Ecoendoscopia com cistoenterostomia
40202232;Ecoendoscopia com neurólise de plexo celíaco
40202240;Ecoendoscopia com punção por agulha
40202615;Endoscopia digestiva alta com biópsia e teste de urease (pesquisa Helicobacter pylori)
40202038;Endoscopia digestiva alta com biópsia e/ou citologia
40202747;Endoscopia digestiva alta com cromoscopia e biópsia e/ou citologia
40202259;Esclerose ou hemostasia química de varizes ou outras patologias hemorrágicas de esôfago, estômago ou duodeno
40202267;Estenostomia endoscópica
40202283;Gastrostomia endoscópica
40202291;Hemostasia mecânica do esôfago, estômago ou duodeno
40202305;Hemostasia térmica do esôfago, estômago ou duodeno
40202313;Hemostasias de cólon
40202330;Injeção de substância química não hemostática por endoscopia
40202348;Introdução de prótese no esôfago
40202356;Jejunostomia endoscópica
40202364;Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma
40202372;Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível)
40202399;Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma
40202763;Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor
40202429;Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido)
40202437;Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível
40202445;Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal
40202453;Ligadura elástica do esôfago, estômago ou duodeno
40202470;Mucosectomia do esôfago, estômago ou duodeno
40202496;Papilotomia biópsia e/ou citologia biliar e pancreática
40202500;Papilotomia e dilatação biliar ou pancreática
40202518;Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar)
40202526;Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático
40202534;Passagem de sonda naso-enteral
40202542;Polipectomia de cólon (independente do número de pólipos)
40202550;Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos)
40202569;Retirada de corpo estranho do cólon
40202577;Retirada de corpo estranho do esôfago, estômago ou duodeno
40202585;Retirada de corpo estranho no brônquio ou brônquico
40202593;Retirada de tumor ou papiloma por broncoscopia
40202836;Retirada endoscópica de balão intragástrico
40202690;Retossigmoidoscopia flexível com biópsia e/ou citologia
40202682;Retossigmoidoscopia flexível com polipectomia
40202720;Retossigmoidoscopia rígida com biópsia e/ou citologia
40202739;Retossigmoidoscopia rígida com polipectomia
40202607;Tamponamento de varizes do esôfago e estômago
40202623;Traqueostomia por punção percutânea
40202631;Tratamento endoscópico de hemoptise
40202640;Uretrotomia endoscópica
40322351;10,11 Epóxido carbamazepina, soro
40301010;3-metil histidina, dosagem no soro
40301028;5-nucleotidase, dosagem
40301036;Acetaminofen, dosagem
40301044;Acetilcolinesterase, em eritrócitos, dosagem
40301052;Acetona, dosagem no soro
40301060;Ácido ascórbico (vitamina C), dosagem
40301079;Ácido beta hidroxi butírico, dosagem
40322289;Ácido cítrico (Citrato), dosagem no esperma
40322270;Ácido cítrico (Citrato), dosagem no sangue
40322157;Ácido fitânico
40301087;Ácido fólico, dosagem nos eritrócitos
40301095;Ácido glioxílico, pesquisa e/ou dosagem
40322165;Ácido hialurônico (líquido sinovial)
40301109;Ácido láctico (lactato), dosagem
40302881;Ácido micofenólico, dosagem soro
40301117;Ácido orótico, dosagem
40301125;Ácido oxálico, dosagem
40301133;Ácido pirúvico, dosagem
40301141;Ácido siálico, dosagem
40301150;Ácido úrico, dosagem
40301168;Ácido valpróico, dosagem
40301176;Ácidos biliares, dosagem
40302890;Ácidos graxos cadeia longa
40302903;Ácidos graxos cadeia muito longa
40301184;Ácidos graxos livres, dosagem
40301192;Ácidos orgânicos (perfil quantitativo)
40301206;Acilcarnitinas (perfil qualitativo)
40301214;Acilcarnitinas (perfil quantitativo)
40301222;Albumina, dosagem
40322378;Albumina, liquor
40301230;Aldolase, dosagem
40322360;Alfa fetoproteína L3, líquor
40322394;Alfa L-iduronase, plasma
40301249;Alfa-1-antitripsina, dosagem no soro
40301257;Alfa-1-glicoproteína ácida, dosagem
40301265;Alfa-2-macroglobulina, dosagem
40322386;Alfa-galactosidade, dosagem plasmática
40301273;Alumínio, dosagem no soro
40302130;Amilase ou alfa-amilase, isoenzimas, dosagem
40301281;Amilase, dosagem
40322564;Amiloidose – TTR
40301290;Aminoácidos, fracionamento e quantificação
40301303;Amiodarona, dosagem
40301311;Amitriptilina, nortriptilina (cada), dosagem
40301320;Amônia, dosagem
40301338;Anfetaminas, dosagem
40301346;Antibióticos, dosagem no soro, cada
40301354;Apolipoproteína A (Apo A), dosagem
40301362;Apolipoproteína B (Apo B), dosagem
40301370;Barbitúricos, antidepressivos tricíclicos (cada), dosagem
40301745;Benzodiazepínicos e similares (cada), dosagem
40301389;Beta-glicuronidase, dosagem
40322408;Bicarbonato na urina, amostra isolada
40301397;Bilirrubinas (direta, indireta e total), dosagem
40301419;Cálcio iônico, dosagem
40301400;Cálcio, dosagem
40301427;Capacidade de fixação de ferro, dosagem
40301435;Carbamazepina, dosagem
40321223;Carbapenem, dosagem – Meropenem e Imipenem
40301443;Carnitina livre, dosagem
40301451;Carnitina total e frações, dosagem
40301460;Caroteno, dosagem
40321703;Ceftriaxona, dosagem
40301478;Ceruloplasmina, dosagem
40301486;Ciclosporina, methotrexate - cada, dosagem
40301494;Clearance de ácido úrico
40301508;Clearance de creatinina
40301516;Clearance de fosfato
40301524;Clearance de uréia
40301532;Clearance osmolar
40321711;Clindamicina, dosagem
40321720;Clobazam, dosagem
40301540;Clomipramina, dosagem
40321738;Clonazepan, dosagem
40301559;Cloro, dosagem
40321754;Clozapina, dosagem
40322432;Cobre eritrocitário, dosagem
40301567;Cobre, dosagem
40301575;Cocaína, dosagem
40301583;Colesterol (HDL), dosagem
40301591;Colesterol (LDL), dosagem
40302695;Colesterol (VLDL), dosagem
40301605;Colesterol total, dosagem
40321762;Colinesterase com inibição de Dibucaina
40301613;Cotinina, dosagem
40301621;Creatina, dosagem
40301630;Creatinina, dosagem
40301664;Creatino fosfoquinase - fração MB - atividade, dosagem
40301656;Creatino fosfoquinase - fração MB - massa, dosagem
40301648;Creatino fosfoquinase total (CK), dosagem
40301672;Cromatografia de aminoácidos (perfil qualitatitivo), dosagem
40301680;Curva glicêmica (4 dosagens) via oral ou endovenosa
40322300;Curva glicêmica clássica (5 dosagens)
40321029;Deficiência da MCAD
40301699;Desidrogenase alfa-hidroxibutírica, dosagem
40301702;Desidrogenase glutâmica, dosagem
40301710;Desidrogenase isocítrica, dosagem
40301737;Desidrogenase láctica - isoenzimas fracionadas, dosagem
40301729;Desidrogenase láctica, dosagem
40322572;Determinação da razão dos níveis séricos in vitro da tirosina-quinase-1 semelhante a fms solúvel (sFlt-1): fator de crescimento placentário (PlGF)
40301753;Digitoxina ou digoxina, dosagem
40321770;Disopiramida, dosagem
40321789;Dissulfiram, dosagem
40321096;Dosagem de ferro em tecido hepático
40321797;Doxepina, dosagem
40321142;Efexor, dosagem
40301761;Eletroferese de proteínas
40301770;Eletroforese de glicoproteínas
40301788;Eletroforese de lipoproteínas
40302717;Eletroforese de proteínas de alta resolução
40301796;Enolase, dosagem
40301800;Etossuximida, dosagem
40322319;Everolimus, dosagem
40301818;Fenilalanina, pesquisa e/ou dosagem
40301826;Fenitoína, dosagem
40301834;Fenobarbital, dosagem
40301842;Ferro sérico, dosagem
40321800;Flunitrazepam, dosagem
40321819;Fluoxetina, dosagem
40301850;Formaldeído, dosagem
40301877;Fosfatase ácida total, dosagem
40301869;Fosfatase ácida, dosagem
40301893;Fosfatase alcalina com fracionamento de isoenzimas, dosagem
40301907;Fosfatase alcalina fração óssea - Elisa, pesquisa e/ou dosagem
40301915;Fosfatase alcalina termo-estável, dosagem
40301885;Fosfatase alcalina, dosagem
40301923;Fosfolipídios, dosagem
40301931;Fósforo, dosagem
40301940;Fósforo, prova de reabsorção tubular, dosagem
40301958;Frutosaminas (proteínas glicosiladas), dosagem
40301966;Frutose, dosagem
40321827;Galactocerebrosidase, dosagem
40301982;Galactose 1-fosfatouridil transferase, dosagem
40301974;Galactose, dosagem
40301990;Gama-glutamil transferase, dosagem
40302016;Gasometria (pH, pCO2, SA, O2, excesso base), dosagem
40302024;Gasometria + Hb + Ht + Na +  K + Cl + Ca + glicose + lactato (quando efetuado no gasômetro), dosagem
40302032;Glicemia após sobrecarga com dextrosol ou glicose, dosagem
40302040;Glicose
40302059;Glicose-6-fosfato deidrogenase (G6FD), dosagem
40302067;Haptoglobina, dosagem
40302075;Hemoglobina glicada (A1 total), dosagem
40302733;Hemoglobina glicada (Fração A1c), dosagem
40302083;Hemoglobina plasmática livre, dosagem
40302091;Hexosaminidase A, dosagem
40302105;Hidroxiprolina, dosagem
40302113;Homocisteína, dosagem
40321207;Homocistina, dosagem
40322173;Iduronato-2 sulfatase, dosagem
40302121;Imipramina - desipramina, dosagem
40302725;Imunofixação - cada fração
40322467;Índice de ácido úrico / creatinina
40322475;Índice de cálcio / creatinina
40322483;Índice de proteína / creatinina
40321231;Índice de saturação de ferro
40302148;Isomerase fosfohexose, dosagem
40302156;Isoniazida, dosagem
40321312;Itraconazol
40302164;Lactose, teste de tolerância
40302741;Lamotrigina, pesquisa e/ou dosagem
40302172;Leucino aminopeptidase, dosagem
40321347;Levetiracetam, dosagem
40302180;Lidocaina, dosagem
40302202;Lipase lipoprotéica, dosagem
40302199;Lipase, dosagem
40302636;Lipídios totais, dosagem
40302210;Lipoproteína (a) - Lp (a), dosagem
40302229;Lítio, dosagem
40321916;Lorazepam, dosagem
40302237;Magnésio, dosagem
40302644;Maltose, teste de tolerância
40321967;Manganês sérico, dosagem
40321975;Maprotilina, dosagem
40321380;Marcadores cardíacos diagnósticos
40321983;Midazolam, dosagem
40302245;Mioglobina, dosagem
40302652;Mucopolissacaridose, dosagem
40322181;N-Acetilgalactosaminidase, dosagem
40322190;N-Acetilglicosaminidase, dosagem
40321410;Neurontin
40302253;Nitrogênio amoniacal, dosagem
40302261;Nitrogênio total, dosagem
40302679;Ocitocinase, dosagem
40302270;Osmolalidade, dosagem
40302288;Oxcarbazepina, dosagem
40302768;PAPP-A, dosagem e/ou pesquisa
40321460;Paroxetina, dosagem
40322220;Pentaclorofenol, dosagem
40302776;Peptídeo natriurético BNP/PROBNP, dosagem
40302750;Perfil lipídico / lipidograma (lípidios totais, colesterol, triglicerídios e eletroforese lipoproteínas), dosagem
40322025;Pirimetamina, dosagem
40302296;Piruvato quinase, dosagem
40321509;Porfirinas fracionadas plasmáticas
40302300;Porfirinas quantitativas (cada), dosagem
40302318;Potássio, dosagem
40302326;Pré-albumina, dosagem
40302334;Primidona, dosagem
40302342;Procainamida, dosagem
40302687;Procalcitonina, dosagem
40302350;Propanolol, dosagem
40302369;Proteína ligadora do retinol, dosagem
40302377;Proteínas totais
40302385;Proteínas totais albumina e globulina, dosagem
40302393;Quinidina, dosagem
40322246;Receptor solúvel de transferrina
40302407;Reserva alcalina (bicarbonato), dosagem
40302415;Sacarose, teste de tolerância
40321568;Sirolimus, dosagem
40302423;Sódio, dosagem
40302431;Succinil acetona, dosagem
40322050;Sulfametoxazol, dosagem
40302440;Sulfonamidas livre e acetilada (% de acetilação), dosagem
40322084;Swelling test
40302458;Tacrolimus, dosagem
40302466;Tálio, dosagem
40322580;Teicoplanin
40302474;Teofilina, dosagem
40302482;Teste de tolerância a insulina ou hipoglicemiantes orais (até 6 dosagens)
40302709;Teste oral de tolerância à glicose - 2 dosagens
40302490;Tirosina, dosagem
40321614;Topiramato, dosagem (sangue)
40302504;Transaminase oxalacética (amino transferase aspartato), dosagem
40302512;Transaminase pirúvica (amino transferase de alanina), dosagem
40302520;Transferrina, dosagem
40302539;Triazolam, dosagem
40302547;Triglicerídeos, dosagem
40302555;Trimipramina, dosagem
40302563;Tripsina imuno reativa (IRT), pesquisa e/ou dosagem
40322491;Tripsina, dosagem
40302571;Troponina, dosagem
40302580;Uréia, dosagem
40302598;Urobilinogênio, dosagem
40322114;Vancomicina, dosagem
40321681;Vigabatrina, dosagem
40302830;"Vitamina ""D"" 25 HIDROXI (Vitamina D3), dosagem"
40302601;Vitamina A, dosagem
40302784;Vitamina B1, dosagem
40302792;Vitamina B2, dosagem
40302806;Vitamina B3, dosagem
40302814;Vitamina B6, dosagem
40302822;Vitamina D2, dosagem
40302610;Vitamina E, dosagem
40302849;Vitamina K, dosagem
40302628;Xilose, teste de absorção à
40322505;Zinco eritrociário, dosagem
40303012;Alfa-1-antitripsina, (fezes), pesquisa e/ou dosagem
40303020;Anal Swab, pesquisa de oxiúrus
40303039;Coprológico funcional (caracteres, pH, digestibilidade, amônia, ácidos orgânicos e interpretação)
40303330;Dosagem fecal de calprotectina
40303047;Eosinófilos, pesquisa nas fezes
40303179;Esteatócrito, triagem para gordura fecal
40303187;Estercobilinogênio fecal, dosagem
40303055;Gordura fecal, dosagem
40303063;Hematoxilina férrica, pesquisa de protozoários nas fezes
40303071;Identificação de helmintos,  exame de fragmentos nas fezes
40303080;Larvas (fezes), pesquisa
40303098;Leucócitos e hemácias, pesquisa nas fezes
40303101;Leveduras, pesquisa nas fezes
40303268;Oograma nas fezes
40303110;Parasitológico nas fezes
40303128;Parasitológico, colheita múltipla com fornecimento do líquido conservante nas fezes
40303250;Sangue oculto nas fezes, pesquisa imunológica
40303136;Sangue oculto, pesquisa nas fezes
40303144;Shistossoma, pesquisa ovos em fragmentos mucosa após biópsia retal
40303152;Substâncias redutoras nas fezes, pesquisa
40303160;Tripsina, prova de (digestão da gelatina)
40319393;Adesividade plaquetária
40304973;Alfa talassemia por biologia molecular
40304663;Alfa-2antiplasmina, teste funcional
40319318;Análise de multímeros para pacientes com doença de Von Willebrand
40304019;Anticoagulante lúpico, pesquisa
40304027;Anticorpo anti A e B, pesquisa e/ou dosagem
40304671;Anticorpo antimieloperoxidase, MPO, dosagem
40304035;Anticorpos antiplaquetários, citometria de fluxo
40304051;Anticorpos irregulares, pesquisa (meio salino a temperatura ambiente e 37º e teste indireto de coombs)
40304043;Anticorpos irregulares, pesquisa e/ou dosagem
40304060;Antitrombina III, dosagem
40304078;Ativador tissular de plasminogênio (TPA), dosagem
40304930;Baço, exame de esfregaço de aspirado
40319040;Cadeia Kappa-Lambda leve livre - sangue ou urina
40304086;CD... (antígeno de dif. Celular, cada determinação), pesquisa e/ou dosagem
40319369;CD3, imunofenotipagem
40319377;CD34, imunofenotipagem
40319334;CD52, marcador isolado
40319385;Ciclina D1, imunofenotipagem
40304094;Citoquímica para classificar leucemia: esterase, fosfatase leucocitária, PAS, peroxidase ou SB,  etc - cada
40304922;Coagulograma (TS, TC, prova do laço, retração do coágulo, contagem de plaquetas, tempo de protrombina, tempo de tromboplastina, parcial ativado)
40304809;Consumo de protrombina
40304108;Coombs direto
40304884;Coombs indireto
40319431;Cross match plaquetário
40304906;Dímero D, dosagem
40304116;Enzimas  eritrocitárias,  (adenilatoquinase,  desidrogenase láctica,  fosfofructoquinase,  fosfoglicerato quinase, gliceraldeído, 3  - fosfato   desidrogenase, glicose  fosfato isomerase,  glicose 6 - fosfato desidrogenase, glutation peroxidase, glutation), pesquisa e/ou dosagem
40304817;Enzimas eritrocitárias, rastreio para deficiência
40304825;Esplenograma (citologia)
40304868;Estreptozima, dosagem
40304132;Falcização, teste de
40304140;Fator 4 plaquetário, dosagens
40304159;Fator II, dosagem
40319440;Fator II, dosagem do inibidor
40304167;Fator IX, dosagem
40304752;Fator IX, dosagem do inibidor
40304175;Fator V, dosagem
40304680;Fator VII, dosagem
40319458;Fator VII, dosagem do inibidor
40304183;Fator VIII, dosagem
40304191;Fator VIII, dosagem do antígeno (Von Willebrand)
40304205;Fator VIII, dosagem do inibidor
40319091;Fator X ativado
40304213;Fator X, dosagem
40304221;Fator XI, dosagem
40304230;Fator XII, dosagem
40304698;Fator XIII, dosagem, teste funcional
40304248;Fator XIII, pesquisa
40304256;Fenotipagem do sistema Rh-Hr (anti Rho(D) + anti Rh(C) + anti Rh(E)
40319466;Fibrinogênio quantitativo, nefelometria
40304264;Fibrinogênio, dosagem
40304272;Filária, pesquisa
40304280;Grupo ABO, classificação reversa, determinação
40304299;Grupo sanguíneo ABO, e fator Rho (inclui Du), determinação
40304302;Ham, teste de (hemólise ácida)
40304310;Heinz, corpúsculos, pesquisa
40304329;Hemácias fetais, pesquisa
40319113;Hemácias, contagem
40304337;Hematócrito, determinação do
40304353;Hemoglobina (eletroforese ou HPLC)
40319130;Hemoglobina fetal, dosagem
40319229;Hemoglobina H, pesquisa
40304833;Hemoglobina instabilidade a 37 graus C
40304345;Hemoglobina, dosagem
40304841;Hemoglobina, solubilidade (HbS e HbD), pesquisa
40304850;Hemoglobinopatia - triagem (El.HB., hemoglob. fetal. reticulócitos, corpos de H, T. falcização hemácias, resist. osmótica, termo estabilidade)
40319474;Hemoglobinopatia, neonatal, sangue periférico
40304361;Hemograma com contagem de plaquetas ou frações (eritrograma, leucograma, plaquetas)
40304370;Hemossedimentação, (VHS), velocidade
